RowNumber,CustomerId,CreditScore,Geography,Age,FeesCharges,NumOfApplications,HasCrCard,IsActiveMember,EstimatedSalary,Exited
448,15752081,350,France,56,6218.28,3,0,0,62256.87,1
449,15781307,788,Germany,37,13166.07,2,1,0,135925.72,0
450,15775912,676,France,48,47545.88,2,1,1,177815.87,1
451,15671256,811,Germany,35,45808.37,1,1,0,188574.12,1
452,15595766,577,Spain,37,15466.78,2,1,0,139093.73,0
453,15742358,732,Germany,32,6619.93,1,1,1,115916.55,0
454,15786063,784,France,31,12217.71,2,1,0,112349.51,0
455,15600258,724,France,43,8486.81,2,0,1,165303.79,0
456,15573318,662,France,26,27792.27,2,0,1,166031.08,0
457,15694272,719,France,30,9773.99,1,1,0,77783.35,0
458,15736112,548,Spain,57,1925.44,2,0,1,29871.79,0
459,15749851,716,Spain,26,706.87,1,0,1,59747.63,0
460,15663478,741,France,32,2992.23,1,0,1,79919.13,0
461,15592300,550,Spain,35,6410.44,1,0,0,76773.53,0
462,15567832,636,France,40,3048.77,1,0,1,54018.93,0
463,15776780,489,France,59,4072.41,1,0,0,70649.64,1
464,15592846,673,Germany,35,4508.59,2,1,0,59093.39,0
465,15739803,710,Spain,34,16943.19,2,0,1,127569.8,0
466,15794142,557,Germany,62,0,3,1,1,18260.98,1
467,15762729,729,Germany,28,11183.23,1,0,0,73275.96,1
468,15667896,836,France,37,3180.9,2,0,1,136129.49,0
469,15626578,681,France,26,9169.6,2,0,1,153237.59,0
470,15776223,604,France,42,3652.04,1,1,0,106841.12,0
471,15705953,638,Spain,51,30875.03,1,1,1,109078.35,1
472,15802593,370,France,49,7153.5,3,0,0,87822.14,1
473,15615457,842,Spain,44,1778.81,2,0,1,126644.98,0
474,15708916,612,France,38,2315.32,2,0,1,47414.15,0
475,15720187,527,Germany,30,6880.94,2,0,1,41879.99,0
476,15595440,559,France,49,6776.44,2,0,1,75808.1,0
477,15600651,768,France,24,2540.37,3,1,0,47911.03,0
478,15750141,739,Germany,36,3853.15,2,0,1,28737.78,0
479,15657284,630,Germany,47,778.45,1,0,1,2079.2,1
480,15763063,702,Spain,25,9110.61,1,1,0,121562.33,0
481,15709324,418,France,34,4163.45,2,1,0,55003.79,0
482,15711309,619,Germany,33,16554.24,1,0,1,193131.42,0
483,15775318,523,Spain,51,57668.05,3,0,1,191932.27,1
484,15705515,650,Germany,40,19296.29,2,0,1,159418.1,0
485,15634844,470,Germany,41,21455.8,1,1,1,191468.78,1
486,15670080,648,Germany,29,8772.29,1,0,1,138490.03,0
487,15665956,418,France,46,9080.37,1,1,1,71244.59,1
488,15811773,583,France,36,13616.61,2,0,1,141210.5,0
489,15651674,402,Spain,54,23365.48,1,0,0,191763.07,1
490,15795564,746,Germany,31,7153.95,2,1,0,74890.58,0
491,15706647,771,France,31,10627.58,3,1,1,166698.18,0
492,15728505,610,France,44,9550.95,2,0,1,62678.53,0
493,15730076,558,France,45,15071.06,1,0,0,67740.08,1
494,15622003,775,France,35,14323.24,2,0,1,161519.77,0
495,15607312,567,Spain,49,36207.5,2,0,0,159835.78,1
496,15653620,598,France,27,2100.04,2,1,0,14858.1,0
497,15761986,542,Spain,32,3432.34,1,0,1,75685.97,0
498,15633922,781,France,30,18849.86,2,0,1,144183.1,0
499,15734674,627,France,41,6143.76,1,1,0,65170.66,0
500,15658032,719,France,39,10270.59,2,0,1,82526.92,0
501,15692671,734,Spain,36,16174.91,2,0,1,169161.46,0
502,15737741,597,Germany,50,10040.77,3,1,1,109291.39,1
503,15576352,647,Spain,57,417.07,2,0,1,6057.81,0
504,15753719,636,Germany,30,521.67,1,0,0,77077.14,0
505,15803689,579,Germany,51,16695.31,2,1,1,54954.51,1
506,15718057,747,France,51,63002.16,1,0,0,179614.8,1
507,15722010,583,Spain,53,8948.51,1,0,0,35588.07,1
508,15614782,556,France,36,16098.95,1,0,1,160696.72,0
509,15591047,439,Spain,47,34269.73,2,0,0,147278.43,1
510,15788291,604,Germany,38,15230.35,1,1,1,56594.36,1
511,15679587,718,France,34,2851.34,1,0,1,25095.03,0
512,15775153,670,Spain,32,3811.72,1,0,0,146326.45,0
513,15603925,786,Spain,26,2071.03,2,0,1,38296.21,0
514,15680970,615,Germany,41,11313.78,1,1,0,164061.6,0
515,15697183,714,Spain,43,326.98,2,0,1,107811.28,0
516,15567446,701,Germany,39,2592.43,1,0,1,30838.51,0
517,15637476,543,Germany,57,2144.8,1,1,1,9221.78,1
518,15714939,590,Germany,34,5528.25,1,0,1,33738.27,0
519,15683503,517,France,43,4511.48,3,1,1,110916.15,1
520,15645569,767,Spain,26,10635.18,2,0,1,169654.57,0
521,15782569,729,France,72,6295.91,1,1,1,69829.4,0
522,15592387,446,Germany,43,6053.45,1,0,0,54926.51,1
523,15814035,640,France,29,4784.56,1,1,0,80393.27,0
524,15629117,593,France,28,3194.34,2,0,1,19834.32,0
525,15607170,709,France,35,11312,2,1,0,78397.24,0
526,15586585,721,Germany,51,300.36,1,1,0,86410.28,0
527,15686611,593,France,30,15240.38,1,1,0,172749.65,0
528,15603203,698,France,27,62.14,2,0,0,1002.39,0
529,15660271,689,Germany,26,16365.61,1,0,1,175296.76,0
530,15745295,622,Germany,31,26529.24,1,0,0,121751.04,1
531,15719352,760,Spain,39,10089.51,2,1,0,89593.26,0
532,15766575,470,Germany,62,3808.42,1,0,0,193437.89,1
533,15594594,588,Spain,42,8036.55,1,0,1,86945,0
534,15646161,707,Spain,37,31812.31,2,0,1,183318.79,0
535,15682585,661,France,35,3321.5,1,1,0,71154.1,0
536,15636444,587,Germany,53,6228.15,2,0,1,75888.65,0
537,15773456,678,Germany,36,12876.65,2,1,0,89566.74,0
538,15745307,488,Spain,48,22.51,1,1,0,26475.79,0
539,15626900,510,France,29,3494.17,1,0,1,93839.3,0
540,15589030,706,France,47,18666.02,2,0,1,145593.85,0
541,15692463,799,Spain,28,4960.42,1,0,1,45042.56,0
542,15811762,482,Germany,54,8648.98,1,1,1,57553.98,1
543,15718673,839,Spain,33,5538.29,1,1,0,62674.42,0
544,15724282,555,Germany,44,401.68,2,0,1,12120.79,0
545,15738181,792,Germany,31,4791.23,3,0,0,50129.87,1
546,15633648,709,Spain,51,2157.64,2,0,1,55022.43,0
547,15603323,698,Spain,33,5653.13,2,1,0,117834.91,0
548,15784844,666,Spain,48,36038.78,1,0,0,156618.38,1
549,15580684,714,France,29,7263.91,1,0,1,42334.38,0
550,15809663,624,France,27,3442.39,1,1,0,110784.42,0
551,15640078,575,Germany,39,43259.74,1,1,1,173683,1
552,15698786,696,Germany,39,9139.85,1,1,1,27046.46,1
553,15569807,616,Germany,34,6181.55,1,0,0,20598.59,1
554,15730830,774,France,30,4714.41,2,0,1,104991.28,0
555,15805112,596,France,38,144.49,1,0,1,8996.97,0
556,15633064,476,France,36,5103.3,2,1,0,64420.5,0
557,15703119,696,France,38,8049.7,2,0,1,145700.22,0
558,15730447,678,France,49,24134.65,2,0,1,196335.48,0
559,15664610,350,Germany,48,1359.33,1,1,1,19287.06,1
560,15751710,735,Spain,31,720.7,2,1,0,9567.39,0
561,15692926,531,Germany,25,16009.98,1,0,1,132210.49,0
562,15813741,619,Spain,25,2800.81,1,1,0,21600.11,0
563,15698474,625,Germany,54,22882.59,2,1,0,199661.5,0
564,15568595,575,France,64,12845.58,1,1,0,124341.49,0
565,15603065,763,France,30,3121.74,2,1,0,15766.1,0
566,15592937,664,Germany,41,1945.14,1,0,1,33642.21,0
567,15667215,683,France,31,6057.01,2,0,1,58803.28,0
568,15788659,695,France,46,4074.68,2,0,1,137537.22,0
569,15763218,683,France,41,21140.21,2,1,0,131300.68,0
570,15645772,705,France,33,11140.51,2,1,0,84174.81,0
571,15725511,566,France,31,23363.68,1,0,1,160941.78,0
572,15575024,577,France,29,9766.18,2,1,0,143954.99,0
573,15576368,679,Germany,48,1545.87,2,1,0,30020.09,0
574,15674991,694,France,42,915.91,2,0,1,58137.42,0
575,15721024,681,France,26,7056.68,1,0,1,47472.68,0
576,15745621,698,Spain,32,1107.19,2,0,1,19131.71,0
577,15642394,593,Spain,35,0,2,1,0,187288.5,0
578,15754605,622,France,39,774.78,2,1,0,17603.81,0
579,15607040,601,Spain,38,9053.29,2,0,1,67020.03,0
580,15715142,732,Germany,45,37628.39,1,1,1,147802.94,1
581,15810978,804,Spain,70,7955.34,2,1,0,41610.62,0
582,15668886,713,Spain,38,1950.61,2,0,0,44255.65,0
583,15780804,544,France,55,6018.84,1,0,1,78416.14,0
584,15613880,639,Spain,58,6133.76,1,1,0,137254.55,0
585,15775238,666,Germany,41,12140.08,1,0,1,151303.48,0
586,15786905,764,Germany,40,7948.37,2,1,0,86333.63,0
587,15747867,645,France,24,10609.29,1,0,1,89801.9,0
588,15600337,653,Spain,42,5748.92,1,1,1,29358.57,1
589,15801277,755,France,31,30554.81,2,1,0,181600.72,0
590,15579334,740,Germany,45,23431.23,1,1,1,124118.71,1
591,15802741,594,France,51,10237.07,1,1,1,38867.46,1
592,15589493,729,Germany,27,9639.92,2,1,0,67611.36,0
593,15688251,782,France,43,9527.54,2,1,0,77837.63,0
594,15665238,753,Germany,36,282.4,1,0,1,6078.46,0
595,15740900,648,France,34,11757.59,2,1,1,177896.92,0
596,15748625,664,France,57,68.61,2,0,1,15304.08,0
597,15727299,379,Spain,62,5987.44,1,0,0,76569.64,1
598,15620204,500,Germany,57,41986.33,2,0,0,120657.32,1
599,15669516,754,Spain,36,2147.85,2,0,1,16436.56,0
600,15736534,766,Germany,33,10584.42,1,0,1,107667.91,0
601,15803457,771,France,32,5126,2,0,1,95611.47,0
602,15659098,686,France,30,2465.69,1,0,1,19799.26,0
603,15603436,595,Spain,49,5282.23,2,0,1,123214.74,0
604,15566292,623,Spain,36,5516.21,2,1,0,71709.12,0
605,15808621,662,Germany,36,9888.19,2,1,0,149066.14,0
606,15580148,611,Germany,40,2843.58,3,1,1,20451.99,1
607,15776231,641,Germany,35,1110.81,1,0,1,32825.5,0
608,15773809,623,France,42,322.86,2,0,1,6232.31,0
609,15649423,611,France,35,924.99,2,0,1,10357.03,0
610,15734886,702,France,34,4269.11,2,1,0,147794.63,0
611,15722548,562,France,48,166.75,1,0,1,116973.48,0
612,15650288,638,Germany,35,5208.32,1,0,1,129964.94,0
613,15716164,604,France,41,5496.32,1,1,0,172114.67,0
614,15807609,586,Spain,25,5279.15,3,0,0,16649.31,1
615,15578977,793,France,34,9146.51,2,1,0,144517.19,0
616,15677369,629,Germany,37,0,1,0,1,182038.6,0
617,15804072,716,Spain,42,1656,2,1,0,24210.56,0
618,15696859,541,France,45,11121.78,2,0,1,172175.9,0
619,15721658,605,Spain,56,36787.26,2,1,1,150694.42,1
620,15578761,350,Spain,42,50377.18,2,0,0,177683.02,1
621,15736879,676,France,23,7419.72,2,0,1,66088.83,0
622,15672692,798,France,42,5814.84,2,0,1,79510.37,0
623,15673570,597,France,37,2185.49,2,0,1,77108.66,0
624,15767432,730,France,25,898.11,3,1,1,9679.28,0
625,15612525,433,France,57,31157.1,1,1,0,131372.38,1
626,15812750,647,France,24,1942.76,1,1,0,25310.82,0
627,15790757,774,France,25,17135.74,2,0,0,187925.75,0
628,15723873,709,Spain,31,14463.2,1,0,1,98820.39,0
629,15744607,664,Germany,43,18044.17,2,1,1,64166.7,1
630,15612966,446,Germany,60,48324.17,1,0,1,176924.21,1
631,15784209,557,France,47,4951.61,1,0,1,90055.08,0
632,15766741,618,France,36,1676.94,1,1,0,168290.06,0
633,15661036,737,France,46,12776.71,2,0,1,161767.38,0
634,15705639,732,France,28,3484.74,2,0,1,44420.18,0
635,15637414,683,France,24,632.67,1,1,0,37147.61,0
636,15716835,560,France,24,2962.12,1,0,1,125381.02,0
637,15696231,655,France,29,9669,1,0,1,149853.89,0
638,15641675,539,France,49,48574.03,3,1,0,161435.02,1
639,15670755,656,France,60,3064.56,2,1,0,102925.76,0
640,15640059,607,France,40,0,2,0,1,70899.27,0
641,15668347,650,France,36,4309.8,2,0,0,84635.64,0
642,15587535,465,Spain,46,5927.12,1,0,1,54227.06,0
643,15698839,509,Germany,46,13055.93,2,1,0,126952.5,0
644,15790314,709,France,41,14896.69,2,1,0,130567.02,0
645,15634245,775,Germany,47,5794.09,1,0,1,73294.48,0
646,15677305,568,France,35,315.13,1,1,0,3937.37,0
647,15661526,820,Germany,37,58.93,2,1,0,2383.59,0
648,15685997,840,Spain,39,1007.22,2,0,1,14279.44,0
649,15660101,808,France,31,17456.38,2,1,0,141300.53,0
650,15637979,686,Germany,36,3703.36,2,0,1,78140.75,0
651,15815364,763,Spain,28,18782.35,2,0,1,117431.1,0
652,15582741,622,Germany,35,15472.68,1,1,1,88705.14,1
653,15637876,657,Germany,36,6457.66,1,0,0,35817.97,1
654,15622750,744,Germany,21,4288.23,1,1,0,31520.4,0
655,15672056,657,Germany,43,40988.53,3,0,1,157908.19,1
656,15812351,735,Spain,27,11095.83,1,1,0,142200.15,0
657,15810864,725,France,82,9207.19,2,0,1,182055.36,0
658,15677921,677,Germany,60,34849.19,2,1,1,157552.08,1
659,15724296,695,Spain,41,6382.06,2,0,1,120284.67,0
660,15685329,436,France,63,0,1,1,1,24506.95,1
661,15584091,619,Germany,36,11638.86,2,0,0,47271.61,1
662,15640442,719,France,31,2823.62,1,1,0,41176.6,0
663,15639314,602,France,32,190.68,2,1,0,9468.64,0
664,15789158,626,Germany,49,56130.3,2,0,0,158887.09,1
665,15752137,674,France,33,0,1,0,1,117036.38,0
666,15712551,552,Germany,58,25931.41,1,1,1,120415.61,1
667,15628936,684,Germany,28,4064.17,1,1,1,16064.25,1
668,15797227,774,France,28,4821.14,2,1,1,52615.62,0
669,15737051,660,France,27,14512.44,2,1,0,192247.35,0
670,15585595,785,France,28,10860.82,2,0,1,68759.57,0
671,15654060,577,France,41,4369.23,2,0,1,75937.47,0
672,15745196,639,France,35,2858.87,2,0,1,84569.13,0
673,15571221,655,Germany,58,46713.79,1,1,1,190696.35,1
674,15605284,690,France,26,1885.35,2,1,0,104435.94,0
675,15694366,727,Germany,42,120.13,1,0,1,47166.55,0
676,15600739,636,Spain,35,0,2,0,1,119899.52,0
677,15763431,708,France,36,4258.56,2,0,1,93249.26,0
678,15748473,815,France,38,2297.94,2,0,0,66256.27,0
679,15769504,769,Germany,34,14171.67,1,1,0,108543.21,0
680,15776807,668,France,29,33202.44,1,1,0,180345.44,0
681,15686870,763,Germany,36,13467.36,2,0,0,99444.02,0
682,15766908,523,Germany,32,857.62,1,0,1,92568.07,0
683,15570134,720,France,35,2773.49,2,1,0,37976.36,0
684,15567367,624,Germany,42,12932.99,1,0,1,103315.74,0
685,15747542,675,France,52,15325.25,2,1,0,173952.5,0
686,15762238,675,Germany,44,2049.62,2,1,1,34673.98,0
687,15681554,664,Germany,31,5038.04,2,0,1,46163.44,0
688,15712825,607,Spain,29,3473.2,2,0,1,140676.98,0
689,15640280,850,France,39,15359.86,2,0,1,151738.54,0
690,15756026,749,Spain,46,3665.83,1,0,0,14679.81,1
691,15613319,809,France,33,21204.84,1,0,1,175544.02,0
692,15798906,648,France,69,36728.96,2,0,1,181964.6,0
693,15708917,667,Germany,53,10000.27,1,0,1,136886.86,0
694,15699430,681,France,35,21125.93,2,0,1,180439.75,0
695,15649992,716,Spain,65,0,2,1,0,190419.81,0
696,15578980,603,Spain,33,3915.72,2,0,1,58685.59,0
697,15775306,361,Germany,28,7617.81,3,0,0,89017.38,1
698,15641655,735,France,26,2496.55,2,0,1,50051.42,0
699,15619708,766,France,25,22037.27,2,1,0,146041.45,0
700,15734565,702,France,29,19304.9,2,0,1,191166.09,0
701,15806438,437,Germany,42,5134.57,1,0,0,103516.08,1
702,15591969,526,Spain,27,2450.78,1,1,1,164825.04,0
703,15747807,731,France,43,74.18,2,1,0,172557.77,0
704,15596939,668,Germany,36,7648.21,2,1,0,84320.94,0
705,15765311,683,Spain,34,7011.73,1,1,0,72085.1,0
706,15757811,595,Spain,69,31273.99,1,0,0,110932.24,1
707,15603830,665,Spain,36,15205.78,2,0,0,143635.36,0
708,15660602,471,Germany,33,360.26,2,0,1,3710.34,0
709,15660535,709,France,47,1287.72,2,0,1,179843.33,0
710,15666633,783,Spain,56,454.05,2,1,0,10643.38,0
711,15596914,634,Germany,31,0,2,1,0,131167.98,0
712,15639788,655,France,39,950.9,2,0,1,10553.31,0
713,15695846,728,France,34,12439.99,2,1,1,130928.22,0
714,15797964,736,Germany,29,13165.82,1,1,0,138527.56,0
715,15625881,634,Germany,37,16802.52,2,0,1,167032.49,0
716,15780628,680,France,30,3018.21,2,1,0,41642.29,0
717,15575883,616,France,34,401.7,2,1,0,9677,0
718,15585036,698,Spain,37,19483.93,2,0,1,147012.22,0
719,15589488,722,Germany,56,7402.01,1,1,0,80553.87,0
720,15585888,448,Spain,48,1012.5,1,0,0,30730.95,1
721,15727915,592,France,36,13846.76,1,0,1,140134.43,0
722,15707567,609,Germany,50,21030.26,1,0,0,91936.1,1
723,15737792,824,France,31,18876.68,1,0,1,178252.63,0
724,15599433,701,Germany,35,4398.8,1,0,1,198674.08,0
725,15672012,667,Spain,41,5849.61,1,1,1,28266.9,1
726,15592222,589,France,49,10327.39,1,1,0,135180.11,0
727,15608968,732,Germany,21,1966.74,2,0,1,27330.59,0
728,15586959,505,France,42,0,2,1,0,125305.34,0
729,15725811,711,France,25,7759.91,1,1,0,59887.15,0
730,15572265,705,Germany,46,3506.95,2,0,1,45041.32,0
731,15794048,588,Germany,48,33189.93,2,1,1,113316.77,1
732,15677610,551,Germany,41,7166.46,1,1,0,39087.42,0
733,15745012,707,France,43,761.5,2,0,1,7330.59,0
734,15601589,687,France,57,8035.01,2,0,1,95463.29,0
735,15686436,524,Spain,32,0,2,1,0,167848.02,0
736,15693864,475,Germany,49,13785.82,1,0,0,93953.84,1
737,15760550,750,Spain,39,15903.5,2,0,1,174227.66,0
738,15686137,527,Spain,32,6956.57,1,0,1,135399.21,0
739,15809087,456,France,64,46231.94,2,1,1,195635.3,1
740,15807663,611,France,43,26104.52,1,1,1,97508.04,1
741,15809100,419,Germany,65,15101.05,1,0,0,188083.77,1
742,15805449,667,France,38,893.01,2,0,1,186884.04,0
743,15686983,728,Germany,25,11597.27,2,0,1,131501.72,0
744,15808017,614,France,38,1294.99,2,1,0,24302.95,0
745,15756804,518,France,48,21535.7,1,0,0,110510.28,1
746,15646810,559,Germany,44,26665.53,2,0,0,108488.33,1
747,15710424,455,France,36,14358.48,1,0,1,197015.2,0
748,15799422,567,France,40,2260.19,1,0,1,27689.77,0
749,15692750,482,Germany,45,180.96,3,1,1,9217.55,1
750,15794549,739,France,35,1188.01,2,0,1,15068.18,0
751,15803764,612,France,28,1156.56,2,0,0,7797.01,0
752,15674840,648,France,38,433.18,2,1,0,4400.32,0
753,15653762,575,France,39,8079.46,1,1,0,182025.95,0
754,15581229,527,Germany,32,2551.55,1,0,1,122763.95,0
755,15800228,654,Spain,42,5804.7,2,1,1,38152.01,0
756,15656333,642,France,33,7360.74,1,0,1,63163.99,0
757,15697497,525,France,45,6798.01,2,1,0,73418.29,0
758,15585362,718,France,60,5528.02,1,0,0,17978.68,1
759,15571928,593,France,43,5625.54,3,1,1,115136.51,1
760,15785519,629,France,36,6722.08,1,0,1,149575.59,0
761,15743007,494,France,45,4315.82,1,1,1,60917.24,1
762,15777211,605,France,65,1035.97,1,0,1,142548.33,0
763,15721935,576,France,25,16833.99,2,1,1,157878.67,0
764,15646609,754,France,33,8157.71,1,0,0,69132.66,0
765,15702968,751,Germany,74,14871.91,1,0,1,134589.58,0
766,15600462,630,France,43,1071.44,1,0,1,10350.74,0
767,15780140,442,Germany,32,0,2,0,1,5907.11,0
768,15585255,646,France,42,1400.88,1,1,0,74077.91,0
769,15772781,672,France,51,11557.02,3,1,1,77294.56,1
770,15669987,674,Germany,35,16243.67,2,1,1,54359.02,1
771,15697000,748,Germany,32,16370.56,1,0,1,156124.93,0
772,15733119,749,France,35,12788.1,2,1,0,94820.85,0
773,15654700,426,Germany,40,4559.25,1,0,0,128702.1,1
774,15632210,677,Germany,25,2643.24,1,0,1,22745.5,0
775,15642041,617,Germany,40,20103.38,2,0,0,71865.31,1
776,15659175,763,France,43,1720.97,2,0,0,18066.69,0
777,15786014,635,France,28,5787.93,2,1,0,185489.11,0
778,15794580,557,France,58,47255.17,1,0,0,176407.15,1
779,15675964,584,France,45,6848.39,1,0,1,92027.69,1
780,15814275,700,France,33,4748.21,1,0,1,43932.54,0
781,15724848,489,France,46,10741.9,1,0,0,115789.25,1
782,15754713,704,Spain,31,7844.36,1,0,1,125777.28,0
783,15693814,815,Spain,25,2135,2,0,0,18461.9,0
784,15599660,668,France,36,7757.88,2,0,1,79633.38,0
785,15566091,579,Spain,32,5014.68,1,1,0,94739.2,0
786,15655961,783,Germany,27,5121.98,1,1,0,93302.29,0
787,15775625,656,France,47,8025.32,1,1,0,74835.65,0
788,15792328,354,Germany,39,4973.76,1,1,1,56999.9,1
789,15593773,787,Spain,35,8560.67,2,0,0,81483.64,0
790,15733114,609,Spain,45,2316.35,2,0,1,26752.56,0
791,15797748,753,France,44,872.28,2,0,1,9200.54,0
792,15743411,516,Spain,61,5616.79,1,0,0,22447.85,1
793,15753337,519,France,51,0,3,1,1,189122.89,1
794,15601026,615,Germany,19,786.79,1,0,1,16161.82,0
795,15658485,790,France,34,7391.77,1,0,1,68600.36,0
796,15636731,734,Germany,36,0.74,2,0,1,447.73,0
797,15633461,690,Germany,38,19694.48,1,1,0,149599.62,0
798,15677135,553,Germany,61,11344.47,2,0,1,90304.01,0
799,15590876,768,France,24,7799.94,1,1,0,115676.38,0
800,15700476,607,Germany,41,2463.88,2,0,1,34338.21,0
801,15634141,718,Germany,42,73.49,2,1,0,823.36,0
802,15737795,486,Germany,36,5900.25,1,1,1,135482.26,1
803,15790299,656,Spain,37,735.11,3,1,0,10656.89,0
804,15675316,670,France,38,7848.76,2,1,0,116467.35,0
805,15613630,724,France,52,32939.61,1,1,1,96823.32,1
806,15662100,850,Germany,44,11659.44,1,1,0,171096.2,0
807,15668032,645,France,37,7957.18,1,0,1,79881.39,0
808,15676521,721,France,31,17975.44,2,1,0,191074.11,0
809,15804586,370,France,46,11188.07,1,1,1,157333.69,1
810,15781465,711,Germany,29,7469.2,1,1,0,133457.52,0
811,15709295,740,Spain,25,18374.88,2,0,1,128373.88,0
812,15745324,553,Germany,39,50554.6,1,1,1,194273.2,1
813,15741336,619,Germany,38,1722.89,1,0,0,5684.17,1
814,15620981,559,France,48,3982.84,1,1,1,21228.34,1
815,15630328,675,France,48,1396.63,2,1,0,43250.3,0
816,15785899,803,Germany,33,221.5,1,1,0,4389.4,0
817,15606149,588,Germany,66,21664.96,1,1,0,189271.9,0
818,15660429,584,Spain,42,40715.44,2,1,1,156774.94,1
819,15631681,813,Spain,43,7735.98,2,0,1,85523.24,0
820,15731522,794,Spain,67,8658.53,2,0,1,51219.8,0
821,15619529,568,Spain,27,643.62,1,0,1,7222.92,0
822,15686164,850,Germany,31,10763.98,1,0,1,132173.31,0
823,15753831,653,Spain,32,4387.78,1,0,1,39768.59,0
824,15731815,515,Spain,63,11097.56,3,1,1,108732.96,1
825,15580956,663,Germany,43,29050.37,1,0,0,117349.19,1
826,15589805,622,France,34,258.24,1,1,0,152417.79,0
827,15720893,680,Spain,34,2216.37,2,1,0,26057.08,0
828,15641009,591,France,37,9402.1,1,0,0,79972.09,0
829,15605926,670,Germany,70,10894.38,2,1,0,107125.79,0
830,15801488,743,France,25,6893.69,2,0,1,134509.47,0
831,15605918,680,Germany,43,5884.23,2,1,0,153265.31,0
832,15779711,750,Spain,38,15140.75,2,1,0,179883.04,0
833,15705620,752,France,34,5754.93,2,0,1,138882.98,0
834,15582616,612,France,38,6836.49,2,1,0,56388.63,0
835,15642937,611,France,46,1943.35,2,1,0,130590.35,0
836,15624729,652,France,27,9280.07,1,1,0,151912.49,0
837,15566156,777,Germany,44,15563.82,2,1,0,151083.8,0
838,15792360,683,France,32,41.06,2,0,1,777.37,0
839,15807008,479,Germany,35,6741.15,1,0,0,69454.24,1
840,15704770,785,France,25,402.67,2,0,1,11723.57,0
841,15756475,631,Germany,31,9895.29,2,0,1,91565.25,0
842,15655339,646,France,36,9785.33,1,1,0,79616.37,0
843,15613749,569,Germany,44,33748.84,1,0,0,102299.81,1
